AccountAgeDays,TotalOrders,OrdersLast24h,OrdersLast7d,CancelledOrders,CancelRate,CurrentOrderValue,AvgOrderValue,IsCod,CodOrderCount,PhoneUsedCount,AddressUsedCount,ItemCount,TotalQuantity,StatusChangeCount,CancelledOrdersLast24h,CancelRateLast24h,CancelledOrdersLast7d,CancelRateLast7d,IsRisk
223,3,1,2,0,0.0,2408970.0,1136477.0,1,3,1,1,2,4,3,0,0.0,0,0.0,false
14,15,3,12,5,0.333,1160163.0,873858.0,1,15,2,3,1,1,2,2,0.667,3,0.25,true
88,7,0,0,1,0.143,235479.0,618089.0,1,5,1,1,1,5,1,0,0,0,0,false
47,14,5,11,6,0.429,4919718.0,1588259.0,1,14,2,1,5,8,4,2,0.4,4,0.364,true
7,7,1,5,2,0.286,17813668.0,1401068.0,1,7,1,2,3,8,0,0,0.0,1,0.2,true
115,21,0,7,2,0.095,5924961.0,1785223.0,1,15,1,1,2,2,0,0,0,2,0.286,false
78,9,2,7,2,0.222,2058214.0,2174353.0,1,5,2,2,2,8,1,1,0.5,1,0.143,false
153,25,2,10,21,0.84,11609572.0,349576.0,1,13,2,2,4,4,5,0,0.0,10,1.0,true
85,21,2,5,4,0.19,3172023.0,2971394.0,1,21,2,2,2,3,4,1,0.5,1,0.2,false
2,6,0,3,2,0.333,36146660.0,678998.0,1,6,1,1,1,1,0,0,0,0,0.0,true
106,6,0,2,1,0.167,1771367.0,1370133.0,1,6,1,1,2,3,2,0,0,0,0.0,false
200,30,1,1,1,0.033,479869.0,1298829.0,1,17,1,1,2,4,1,0,0.0,0,0.0,false
45,10,0,2,0,0.0,579895.0,1744492.0,1,3,1,1,1,5,0,0,0,0,0.0,false
89,13,2,8,1,0.077,4657568.0,2731406.0,1,12,2,2,1,1,3,1,0.5,1,0.125,false
33,16,0,6,2,0.125,5658349.0,2158422.0,1,9,1,1,1,1,3,0,0,1,0.167,false
8,14,0,11,3,0.214,54000000.0,83000000.0,1,14,1,1,2,6,0,0,0,3,0.273,true
70,14,2,3,1,0.071,6798324.0,573420.0,1,4,4,3,1,3,2,0,0.0,1,0.333,true
2,1,0,1,1,1.0,22636689.0,989105.0,1,1,1,2,1,2,3,0,0,0,0.0,true
6,2,1,1,2,1.0,21865712.0,1157876.0,1,2,1,1,4,5,1,0,0.0,0,0.0,true
132,11,2,3,0,0.0,4962844.0,1838469.0,1,7,6,1,1,2,1,0,0.0,0,0.0,true
20,15,3,8,7,0.467,4128183.0,494859.0,1,14,2,1,2,2,1,3,1.0,5,0.625,true
25,6,2,6,1,0.167,7220080.0,2552038.0,1,6,1,1,1,3,0,1,0.5,1,0.167,false
131,7,0,0,0,0.0,1622619.0,932693.0,1,4,1,1,1,2,1,0,0,0,0,false
25,15,1,10,12,0.8,10891010.0,2069226.0,1,9,2,1,1,7,6,1,1.0,6,0.6,true
8,14,0,11,3,0.214,54000000.0,83000000.0,1,14,1,1,3,3,0,0,0,3,0.273,false
79,24,1,6,5,0.208,3629383.0,731430.0,1,15,1,2,4,7,5,1,1.0,2,0.333,false
9,9,2,5,1,0.111,5682777.0,653546.0,1,4,2,1,4,8,0,1,0.5,1,0.2,false
8,14,0,11,3,0.214,20000000.0,83000000.0,1,14,1,1,1,2,0,0,0,3,0.273,false
5,2,1,2,2,1.0,48653547.0,630954.0,1,2,2,2,1,11,0,0,0.0,0,0.0,true
73,33,0,0,0,0.0,374852.0,1410101.0,0,9,1,1,1,2,1,0,0,0,0,false
8,14,0,11,3,0.214,20000000.0,83000000.0,1,14,1,1,2,4,0,0,0,3,0.273,false
8,14,0,11,3,0.214,12000000.0,83000000.0,1,14,1,1,3,3,0,0,0,3,0.273,false
193,19,1,2,1,0.053,1994959.0,775872.0,1,11,1,1,1,1,0,0,0.0,0,0.0,false
33,17,0,7,3,0.176,3986487.0,2243839.0,1,13,1,2,4,8,5,0,0,1,0.143,false
151,3,0,1,0,0.0,881893.0,1874604.0,1,2,1,1,1,1,2,0,0,0,0.0,false
111,22,1,9,1,0.045,7191471.0,2239013.0,1,17,2,1,1,5,5,0,0.0,1,0.111,false
4,6,1,5,1,0.167,20148631.0,1014494.0,1,6,2,1,1,3,0,0,0.0,1,0.2,true
81,14,2,6,2,0.143,1120464.0,1981214.0,1,13,2,1,4,8,2,1,0.5,1,0.167,false
167,12,1,4,0,0.0,2177935.0,1328630.0,0,4,1,1,2,4,2,0,0.0,0,0.0,false
5,7,2,6,2,0.286,48887344.0,850472.0,1,7,1,1,2,7,0,0,0.0,0,0.0,true
7,4,1,2,2,0.5,5996733.0,878614.0,1,4,1,1,1,1,2,0,0.0,0,0.0,true
103,22,0,9,5,0.227,1895348.0,1889014.0,1,16,2,1,1,1,0,0,0,1,0.111,false
6,7,1,3,0,0.0,35691397.0,450401.0,1,7,1,1,1,11,0,0,0.0,0,0.0,true
32,6,0,4,3,0.5,13720308.0,2957767.0,1,3,1,2,3,5,3,0,0,3,0.75,true
41,6,4,5,3,0.5,1701418.0,1121909.0,1,6,3,2,5,10,2,0,0.0,0,0.0,true
3,2,0,1,1,0.5,21958219.0,790396.0,1,2,1,2,1,4,3,0,0,1,1.0,true
2,1,1,1,0,0.0,22693246.0,442239.0,1,1,2,2,4,7,0,0,0.0,0,0.0,true
270,19,0,1,0,0.0,1280411.0,1609876.0,1,8,1,1,1,5,3,0,0,0,0.0,false
317,12,0,1,0,0.0,1691662.0,1366573.0,1,10,1,1,1,1,0,0,0,0,0.0,false
43,22,2,7,2,0.091,6841041.0,1236578.0,1,21,1,1,3,5,5,1,0.5,2,0.286,false
19,28,2,10,26,0.929,5840652.0,433115.0,1,18,2,1,1,2,8,2,1.0,8,0.8,true
103,24,0,9,6,0.25,4182286.0,2087223.0,1,24,1,1,2,4,4,0,0,1,0.111,false
74,8,1,5,3,0.375,6224385.0,511088.0,1,3,1,7,2,3,1,0,0.0,0,0.0,true
120,6,0,4,1,0.167,3994583.0,2799717.0,1,5,2,2,1,1,1,0,0,1,0.25,false
7,5,1,5,1,0.2,45942056.0,1003300.0,1,5,2,1,5,8,1,0,0.0,1,0.2,true
62,17,1,5,2,0.118,1724190.0,2468311.0,1,12,2,2,1,2,3,1,1.0,1,0.2,false
180,29,1,12,21,0.724,11367069.0,2913939.0,1,24,2,1,2,5,4,0,0.0,12,1.0,true
16,20,3,14,18,0.9,4903387.0,1260466.0,1,18,2,2,1,1,3,1,0.333,2,0.143,true
132,8,1,5,8,1.0,6056203.0,2871460.0,1,7,1,2,2,6,6,1,1.0,4,0.8,true
8,14,0,11,3,0.214,20000000.0,83000000.0,1,14,1,1,1,4,0,0,0,3,0.273,false
53,29,1,4,19,0.655,12466366.0,724568.0,1,20,1,1,4,4,7,0,0.0,4,1.0,true
94,8,2,8,1,0.125,3252450.0,1090118.0,1,5,2,1,1,8,4,0,0.0,1,0.125,false
44,21,0,10,3,0.143,4112194.0,731043.0,1,15,1,1,3,3,2,0,0,3,0.3,false
1,8,1,1,1,0.125,15385386.0,1079199.0,1,8,1,1,5,11,3,0,0.0,0,0.0,true
41,16,2,10,1,0.062,7419323.0,2202053.0,1,13,2,2,4,4,4,0,0.0,1,0.1,false
153,12,2,4,1,0.083,3333474.0,1216947.0,1,3,3,2,1,5,3,0,0.0,0,0.0,true
279,28,1,1,1,0.036,1262342.0,1018773.0,1,26,1,1,2,4,1,0,0.0,0,0.0,false
25,3,0,1,0,0.0,5712444.0,1340247.0,1,3,2,5,3,3,4,0,0,0,0.0,true
7,8,1,5,0,0.0,22879117.0,337608.0,1,8,2,1,5,12,0,0,0.0,0,0.0,true
7,1,1,1,1,1.0,8375239.0,443062.0,1,1,1,1,1,1,2,0,0.0,1,1.0,true
3,3,0,3,0,0.0,44347892.0,897574.0,1,3,1,1,2,3,3,0,0,0,0.0,true
7,8,1,3,2,0.25,45322450.0,1468733.0,1,8,2,1,1,2,3,0,0.0,1,0.333,true
105,29,3,14,26,0.897,3587016.0,2862098.0,1,20,2,1,1,4,6,2,0.667,8,0.571,true
89,19,0,2,0,0.0,1599916.0,1111346.0,1,14,1,1,2,3,3,0,0,0,0.0,false
92,9,0,1,1,0.111,2322472.0,1659432.0,1,9,1,1,1,4,3,0,0,0,0.0,false
53,6,5,6,5,0.833,1117011.0,1391880.0,1,3,1,3,4,8,4,3,0.6,5,0.833,true
7,7,1,3,1,0.143,9904180.0,1172576.0,1,7,1,2,1,8,1,0,0.0,1,0.333,true
152,17,1,4,0,0.0,5013926.0,1491421.0,1,5,3,2,2,3,3,0,0.0,0,0.0,true
2,1,0,0,1,1.0,7585484.0,886389.0,1,1,1,7,2,5,0,0,0,0,0,true
358,21,1,4,1,0.048,987592.0,1913145.0,0,0,1,1,1,5,3,0,0.0,1,0.25,false
8,14,0,11,3,0.214,142000000.0,83000000.0,1,14,1,1,3,4,0,0,0,3,0.273,true
149,12,1,4,10,0.833,5808733.0,2190146.0,1,10,2,2,2,5,7,1,1.0,3,0.75,true
6,7,0,1,0,0.0,41865590.0,1225060.0,1,7,2,2,2,8,2,0,0,0,0.0,true
187,11,0,0,1,0.091,5258621.0,1557368.0,1,8,1,7,3,4,2,0,0,0,0,true
8,14,0,11,3,0.214,54000000.0,83000000.0,1,14,1,1,3,5,0,0,0,3,0.273,false
8,14,0,11,3,0.214,12000000.0,83000000.0,1,14,1,1,1,1,0,0,0,3,0.273,false
2,3,0,1,0,0.0,5392975.0,1157242.0,1,3,2,2,2,6,3,0,0,0,0.0,true
255,31,1,1,0,0.0,2117194.0,1844943.0,1,28,1,1,2,2,3,0,0.0,0,0.0,false
8,14,0,11,3,0.214,28000000.0,83000000.0,1,14,1,1,1,1,0,0,0,3,0.273,false
33,13,2,9,2,0.154,2078428.0,705279.0,1,11,2,1,4,4,1,0,0.0,2,0.222,false
8,15,3,7,13,0.867,4053461.0,376656.0,1,7,2,1,5,7,5,1,0.333,2,0.286,true
56,14,0,9,2,0.143,3687670.0,1046849.0,1,12,2,1,3,3,0,0,0,1,0.111,false
8,14,0,11,3,0.214,36000000.0,83000000.0,1,14,1,1,2,3,0,0,0,3,0.273,false
4,6,1,5,2,0.333,24999732.0,981445.0,1,6,2,2,1,3,3,0,0.0,0,0.0,true
73,31,0,4,1,0.032,2252886.0,1197466.0,1,20,1,1,1,2,1,0,0,0,0.0,false
4,5,2,2,2,0.4,28561201.0,281332.0,1,5,1,2,2,6,2,0,0.0,1,0.5,true
98,8,0,5,1,0.125,1340521.0,620163.0,1,7,1,1,3,7,0,0,0,1,0.2,false
1,6,1,3,1,0.167,48720039.0,1231000.0,1,6,1,1,1,11,2,0,0.0,1,0.333,true
7,3,2,2,2,0.667,3842171.0,797833.0,1,3,1,1,1,7,1,0,0.0,0,0.0,true
46,16,0,8,4,0.25,3127192.0,961817.0,1,9,1,2,1,2,5,0,0,2,0.25,false
2,7,1,3,1,0.143,4994191.0,1134858.0,1,7,2,2,4,5,1,0,0.0,0,0.0,true
91,24,2,10,4,0.167,4851030.0,979159.0,1,19,2,2,3,4,1,0,0.0,3,0.3,false
6,8,0,6,0,0.0,4404640.0,1064736.0,1,8,1,1,5,9,2,0,0,0,0.0,true
52,12,4,9,0,0.0,5446744.0,1274935.0,1,10,2,2,1,2,0,0,0.0,0,0.0,true
56,12,0,6,2,0.167,4711140.0,2062848.0,1,6,2,1,2,6,0,0,0,2,0.333,false
32,26,1,7,16,0.615,14331368.0,1347298.0,1,14,1,2,2,6,1,0,0.0,5,0.714,true
1,16,3,7,5,0.312,5409346.0,809709.0,1,13,3,1,2,3,2,0,0.0,5,0.714,true
90,8,2,8,1,0.125,8025762.0,1075238.0,1,5,1,6,1,1,2,0,0.0,0,0.0,true
44,18,0,0,1,0.056,2099128.0,711418.0,1,11,1,1,3,5,3,0,0,0,0,false
142,9,2,2,3,0.333,9828054.0,1689495.0,1,8,6,3,1,2,0,0,0.0,1,0.5,true
127,2,2,2,1,0.5,9210743.0,1092752.0,1,1,1,6,4,4,0,0,0.0,0,0.0,true
313,18,1,1,0,0.0,1418848.0,1675430.0,1,16,1,1,3,5,2,0,0.0,0,0.0,false
105,27,0,5,23,0.852,9372580.0,2306219.0,1,26,1,2,1,1,2,0,0,5,1.0,true
8,14,0,11,3,0.214,100000000.0,83000000.0,1,14,1,1,3,3,0,0,0,3,0.273,true
34,5,3,5,4,0.8,1351426.0,1677685.0,1,3,2,1,2,2,4,1,0.333,3,0.6,true
8,14,0,11,3,0.214,20000000.0,83000000.0,1,14,1,1,1,6,0,0,0,3,0.273,true
14,9,0,7,2,0.222,3022759.0,1345163.0,1,8,2,2,2,3,4,0,0,2,0.286,false
324,19,0,2,0,0.0,2176721.0,1989574.0,1,11,1,1,1,1,2,0,0,0,0.0,false
37,2,0,1,1,0.5,8549722.0,345539.0,1,2,6,1,2,2,1,0,0,1,1.0,true
8,14,0,11,3,0.214,54000000.0,83000000.0,1,14,1,1,1,1,0,0,0,3,0.273,false
4,1,0,1,0,0.0,5236999.0,241401.0,1,1,2,2,1,12,3,0,0,0,0.0,true
103,18,0,9,18,1.0,6521581.0,1230171.0,1,15,2,1,1,2,3,0,0,5,0.556,true
1,2,0,1,2,1.0,8172581.0,470095.0,1,2,1,2,1,6,0,0,0,1,1.0,true
3,19,6,13,10,0.526,2671434.0,1973995.0,1,18,3,2,2,5,5,2,0.333,5,0.385,true
64,5,1,5,1,0.2,1232302.0,955774.0,1,5,1,1,2,3,0,0,0.0,1,0.2,false
10,11,5,7,4,0.364,5369236.0,1033408.0,1,8,1,1,5,8,1,0,0.0,2,0.286,true
29,13,5,7,3,0.231,5344421.0,953006.0,1,6,1,1,5,6,3,1,0.2,2,0.286,true
119,3,0,1,0,0.0,1526244.0,807014.0,1,2,1,1,1,1,1,0,0,0,0.0,false
65,20,1,2,0,0.0,175609.0,936149.0,1,12,1,1,1,2,1,0,0.0,0,0.0,false
61,11,0,3,0,0.0,1890082.0,334697.0,1,9,1,1,2,4,1,0,0,0,0.0,false
180,8,1,3,0,0.0,2146879.0,703995.0,1,2,1,1,2,4,1,0,0.0,0,0.0,false
95,3,2,3,3,1.0,11202933.0,2715476.0,1,2,2,2,2,3,2,2,1.0,2,0.667,true
8,14,0,11,3,0.214,28000000.0,83000000.0,1,14,1,1,1,5,0,0,0,3,0.273,false
83,10,0,6,2,0.2,6126251.0,1500389.0,1,8,2,1,3,8,2,0,0,2,0.333,false
21,25,0,8,4,0.16,7349252.0,1575664.0,1,21,1,1,3,7,5,0,0,2,0.25,false
350,31,1,3,0,0.0,1335806.0,804199.0,1,18,1,1,1,4,1,0,0.0,0,0.0,false
97,16,3,11,16,1.0,3879482.0,1227771.0,1,12,1,2,3,6,1,2,0.667,6,0.545,true
112,25,1,5,22,0.88,10469690.0,2818872.0,1,21,1,2,4,6,7,1,1.0,3,0.6,true
128,17,2,7,1,0.059,4937668.0,636435.0,1,6,4,4,1,1,1,0,0.0,1,0.143,true
25,17,5,15,2,0.118,5647655.0,913407.0,1,16,3,1,2,7,2,2,0.4,2,0.133,true
42,7,6,6,5,0.714,1861854.0,1472929.0,1,7,1,3,4,8,4,1,0.167,2,0.333,true
128,27,3,5,22,0.815,9792759.0,2675474.0,1,18,1,1,3,3,8,1,0.333,3,0.6,true
82,13,2,9,1,0.077,5654197.0,1670138.0,1,8,1,2,1,2,4,0,0.0,1,0.111,false
4,8,0,1,2,0.25,2944699.0,982450.0,1,8,1,1,5,6,0,0,0,0,0.0,true
30,25,1,10,3,0.12,5139216.0,1892380.0,1,22,2,1,4,7,4,0,0.0,2,0.2,false
13,8,3,5,5,0.625,6755837.0,1344223.0,1,5,2,1,2,8,4,0,0.0,3,0.6,true
7,3,1,1,1,0.333,11383845.0,859561.0,1,3,1,1,3,4,2,0,0.0,1,1.0,true
5,3,2,2,1,0.333,27684537.0,261828.0,1,3,1,2,4,11,1,0,0.0,1,0.5,true
8,19,0,14,14,0.737,13522317.0,2047205.0,1,13,1,2,1,6,4,0,0,13,0.929,true
168,10,1,4,4,0.4,750300.0,670853.0,1,5,6,1,1,1,3,0,0.0,1,0.25,true
1,20,4,8,17,0.85,866096.0,1226679.0,1,13,3,2,5,10,4,3,0.75,4,0.5,true
311,6,0,4,0,0.0,440298.0,1219195.0,1,5,1,1,1,5,1,0,0,0,0.0,false
138,28,0,11,22,0.786,10424624.0,846638.0,1,20,2,1,1,1,7,0,0,6,0.545,true
262,28,1,2,0,0.0,1591823.0,1313423.0,1,20,1,1,3,4,2,0,0.0,0,0.0,false
73,16,0,8,2,0.125,2782120.0,1033739.0,1,12,5,1,4,6,2,0,0,2,0.25,true
6,3,2,3,2,0.667,46663074.0,668162.0,1,3,2,2,2,10,2,0,0.0,1,0.333,true
88,10,1,8,2,0.2,5782812.0,2098892.0,1,10,2,2,1,3,0,0,0.0,2,0.25,false
5,7,0,1,2,0.286,45442394.0,1377460.0,1,7,2,2,5,10,0,0,0,1,1.0,true
12,25,2,6,7,0.28,2273494.0,1363710.0,1,13,2,1,3,8,1,0,0.0,1,0.167,false
7,2,2,2,1,0.5,12118570.0,313376.0,1,2,2,2,1,3,3,0,0.0,1,0.5,true
8,14,0,11,3,0.214,36000000.0,83000000.0,1,14,1,1,2,2,0,0,0,3,0.273,false
114,23,2,8,2,0.087,7900807.0,2152736.0,1,17,2,1,1,3,5,0,0.0,1,0.125,false
56,17,5,7,3,0.176,4897874.0,301768.0,1,12,1,1,1,6,3,0,0.0,2,0.286,true
47,11,4,5,11,1.0,1795611.0,623124.0,1,11,3,2,4,6,6,0,0.0,3,0.6,true
8,14,0,11,3,0.214,142000000.0,83000000.0,1,14,1,1,3,6,0,0,0,3,0.273,true
51,6,0,6,0,0.0,2247249.0,1279831.0,1,6,2,6,1,1,2,0,0,0,0.0,true
49,10,6,8,5,0.5,2098116.0,705295.0,1,5,2,2,1,1,1,3,0.5,3,0.375,true
26,12,2,8,1,0.083,4199699.0,479429.0,1,9,1,2,4,6,4,0,0.0,1,0.125,false
81,7,0,6,5,0.714,2556060.0,2395465.0,1,5,1,2,4,6,2,0,0,4,0.667,true
68,11,1,9,6,0.545,6223972.0,2029839.0,1,7,1,2,1,1,6,1,1.0,6,0.667,true
49,34,0,1,0,0.0,574215.0,1970894.0,0,16,1,1,3,5,2,0,0,0,0.0,false
113,15,2,10,1,0.067,1654269.0,1012575.0,1,14,1,2,1,1,3,1,0.5,1,0.1,false
136,18,0,12,16,0.889,3078404.0,2145068.0,1,13,1,1,1,4,3,0,0,10,0.833,true
70,10,2,9,8,0.8,1939417.0,2716425.0,1,8,1,1,2,7,5,2,1.0,8,0.889,true
36,8,3,7,8,1.0,3668202.0,1538443.0,1,5,2,2,2,4,0,2,0.667,5,0.714,true
3,5,2,4,2,0.4,48089035.0,1109461.0,1,5,2,2,2,3,1,0,0.0,1,0.25,true
1,8,1,3,2,0.25,19525272.0,780669.0,1,8,1,1,3,11,1,0,0.0,1,0.333,true
7,15,6,11,15,1.0,2496768.0,1848410.0,1,9,1,1,1,3,6,2,0.333,5,0.455,true
5,2,1,1,2,1.0,30945618.0,264997.0,1,2,2,1,2,11,0,0,0.0,1,1.0,true
79,5,2,4,1,0.2,5411753.0,561144.0,1,2,4,2,1,1,1,0,0.0,1,0.25,true
54,14,0,14,9,0.643,5614007.0,1275908.0,1,7,2,2,4,6,3,0,0,9,0.643,true
113,6,0,0,1,0.167,2669560.0,774396.0,1,2,7,2,2,4,4,0,0,0,0,true
8,14,0,11,3,0.214,100000000.0,83000000.0,1,14,1,1,2,2,0,0,0,3,0.273,true
6,5,0,5,1,0.2,35108874.0,1440865.0,1,5,1,1,2,4,3,0,0,1,0.2,true
74,20,2,9,3,0.15,5394948.0,615399.0,1,20,2,1,2,8,5,0,0.0,3,0.333,false
190,30,1,1,0,0.0,1822395.0,1151056.0,1,23,1,1,3,4,2,0,0.0,0,0.0,false
320,4,0,4,0,0.0,1579821.0,1151364.0,1,3,1,1,2,2,0,0,0,0,0.0,false
334,30,0,1,0,0.0,746582.0,1933571.0,1,19,1,1,1,1,2,0,0,0,0.0,false
56,12,0,0,1,0.083,5021406.0,1286682.0,1,3,4,1,2,3,4,0,0,0,0,true
254,19,1,4,0,0.0,993688.0,1330985.0,0,5,1,1,2,3,3,0,0.0,0,0.0,false
67,11,0,4,3,0.273,5039608.0,667428.0,1,5,2,2,1,1,1,0,0,1,0.25,false
