AccountAgeDays,TotalOrders,OrdersLast24h,OrdersLast7d,CancelledOrders,CancelRate,CurrentOrderValue,AvgOrderValue,IsCod,CodOrderCount,PhoneUsedCount,AddressUsedCount,ItemCount,TotalQuantity,StatusChangeCount,CancelledOrdersLast24h,CancelRateLast24h,CancelledOrdersLast7d,CancelRateLast7d,IsRisk
3,3,0,1,0,0.0,203586,330161,1,3,1,1,1,2,0,0,0,0,0.0,false
1,8,0,4,0,0.0,18772693,4753374,1,8,1,1,3,6,4,0,0,0,0.0,true
4,5,0,5,2,0.4,17133224,450761,1,3,1,1,9,11,2,0,0,2,0.4,true
192,12,0,4,0,0.0,1211612,1004921,1,2,2,1,4,4,3,0,0,0,0.0,false
227,11,0,0,0,0.0,78805754,7630054,1,9,1,1,2,1,2,0,0,0,0,false
35,3,3,3,1,0.333,2194540,206936,1,2,2,1,5,6,2,1,0.333,1,0.333,true
964,37,1,3,1,0.027,63766628,23765620,1,32,1,1,2,3,5,0,0.0,1,0.333,false
4,1,1,1,0,0.0,672447,335021,1,1,1,1,1,3,0,0,0.0,0,0.0,false
131,18,0,9,16,0.889,1094775,2716025,1,14,2,1,3,3,6,0,0,9,1.0,true
46,7,1,7,5,0.714,2697890,2524314,1,7,1,2,5,3,8,0,0.0,5,0.714,true
247,45,1,4,9,0.2,1639313,1321211,1,45,1,1,4,6,3,0,0.0,2,0.5,false
7,8,1,6,2,0.25,6506674,3881576,1,8,1,1,4,7,0,0,0.0,2,0.333,true
500,22,0,4,1,0.045,332552,744010,1,22,1,1,3,3,1,0,0,1,0.25,false
338,14,0,4,0,0.0,1029275,1039223,1,11,1,1,3,4,4,0,0,0,0.0,false
422,46,0,12,3,0.065,1265727,954992,1,37,1,1,4,4,1,0,0,0,0.0,false
327,18,2,9,0,0.0,2470602,1634553,1,12,1,1,2,3,5,0,0.0,0,0.0,false
672,37,1,3,4,0.108,183594,1056029,1,35,1,1,2,5,3,0,0.0,0,0.0,false
4,5,1,2,0,0.0,5778434,1355406,1,3,1,1,3,30,0,0,0.0,0,0.0,true
260,16,0,3,13,0.812,2004441,1915494,1,2,7,5,3,6,3,0,0,2,0.667,true
6,4,1,3,2,0.5,15765419,667539,1,2,1,1,10,10,2,1,1.0,2,0.667,true
94,19,2,13,0,0.0,2246161,687954,1,14,1,1,3,7,4,0,0.0,0,0.0,false
7,7,2,7,0,0.0,45567885,858044,1,7,1,1,1,4,4,0,0.0,0,0.0,true
311,37,0,8,1,0.027,1884252,1258417,1,28,1,1,2,5,5,0,0,0,0.0,false
457,26,1,5,21,0.808,3074232,1296225,1,25,2,2,2,6,3,1,1.0,2,0.4,true
48,7,3,3,5,0.714,808340,1834760,1,3,1,1,1,1,6,3,1.0,3,1.0,true
290,25,1,10,19,0.76,692850,418576,1,11,1,2,3,5,6,0,0.0,2,0.2,true
215,13,1,6,8,0.615,2539412,1539675,1,13,5,8,1,6,4,0,0.0,6,1.0,true
3,3,0,3,0,0.0,113796,551578,1,3,1,1,1,2,0,0,0,0,0.0,false
330,39,0,0,0,0.0,867091,995685,1,24,1,1,1,4,1,0,0,0,0,false
989,26,1,4,1,0.038,48044635,10754484,1,16,1,1,4,8,4,0,0.0,0,0.0,false
7,4,1,4,2,0.5,4742121,2056574,1,2,1,1,10,10,2,0,0.0,0,0.0,true
656,28,1,2,1,0.036,28974879,13270171,1,14,1,1,1,7,5,0,0.0,0,0.0,false
71,4,3,4,4,1.0,2695157,541116,1,4,1,1,4,5,7,3,1.0,4,1.0,true
289,9,1,7,1,0.111,1693850,1409326,1,9,1,1,1,4,4,0,0.0,0,0.0,false
102,18,3,12,12,0.667,1500925,2381266,1,16,1,1,4,2,5,2,0.667,11,0.917,true
236,34,0,2,4,0.118,1927989,1053898,1,34,1,1,4,5,3,0,0,1,0.5,false
7,3,0,1,0,0.0,439743,194675,1,3,1,1,1,3,0,0,0,0,0.0,false
618,40,0,0,0,0.0,175556,924302,1,31,1,1,3,2,4,0,0,0,0,false
293,5,1,5,5,1.0,2542861,421730,1,5,1,2,4,3,8,1,1.0,5,1.0,true
7,7,1,1,1,0.143,45824175,303508,1,7,1,1,1,5,4,1,1.0,1,1.0,true
3,1,0,1,0,0.0,312785,615482,1,1,1,1,1,3,0,0,0,0,0.0,false
4,2,2,2,2,1.0,7408263,1082177,1,1,1,1,8,25,2,1,0.5,1,0.5,true
73,13,2,7,10,0.769,3535475,874362,1,4,1,1,5,2,7,2,1.0,3,0.429,true
12,8,0,8,2,0.25,2926467,2757739,1,4,4,7,4,2,2,0,0,2,0.25,true
219,5,1,3,0,0.0,551545,855889,1,1,1,1,1,4,1,0,0.0,0,0.0,false
482,22,1,10,3,0.136,1477392,799606,1,18,1,1,2,4,3,0,0.0,0,0.0,false
59,11,3,11,8,0.727,799771,1665269,1,11,1,2,4,3,7,1,0.333,6,0.545,true
199,35,2,8,1,0.029,450490,226560,1,35,1,1,2,6,1,1,0.5,1,0.125,false
4,1,0,1,0,0.0,6049771,1285707,1,1,1,1,8,27,3,0,0,0,0.0,true
125,19,0,1,2,0.105,1665069,1182045,1,4,2,2,4,4,2,0,0,0,0.0,false
2,1,1,1,0,0.0,429138,397915,1,1,1,1,1,1,0,0,0.0,0,0.0,false
53,13,5,10,11,0.846,1675258,938640,1,9,1,1,4,6,2,5,1.0,8,0.8,true
6,5,1,3,1,0.2,13710182,1432301,1,5,1,1,5,1,1,0,0.0,0,0.0,true
455,40,1,2,1,0.025,1157500,1094461,1,37,1,1,3,3,1,0,0.0,0,0.0,false
411,44,1,7,6,0.136,1632801,1094779,1,44,1,1,2,3,2,0,0.0,0,0.0,false
6,2,0,2,0,0.0,295379,691474,1,2,1,1,1,2,0,0,0,0,0.0,false
3,2,0,1,0,0.0,231363,565517,1,2,1,1,1,1,0,0,0,0,0.0,false
155,13,0,7,12,0.923,403376,1164711,1,11,8,4,1,5,5,0,0,2,0.286,true
6,1,1,1,0,0.0,45099485,4630481,1,1,1,1,4,4,1,0,0.0,0,0.0,true
2,7,2,4,0,0.0,32472064,330126,1,7,1,1,2,2,3,0,0.0,0,0.0,true
412,36,0,14,1,0.028,247959,1529357,1,30,1,1,1,3,5,0,0,0,0.0,false
467,26,1,8,3,0.115,2291457,1339804,1,25,1,1,1,5,4,0,0.0,0,0.0,false
2,3,1,1,0,0.0,225584,361981,1,3,1,1,1,2,0,0,0.0,0,0.0,false
44,3,3,3,1,0.333,4040834,937183,1,1,2,2,2,1,0,0,0.0,0,0.0,true
106,14,0,12,6,0.429,2394633,1771373,1,12,1,1,1,7,1,0,0,6,0.5,true
53,4,4,4,1,0.25,2520169,573145,1,4,1,2,2,7,1,0,0.0,1,0.25,true
81,14,2,9,0,0.0,1168959,1314974,1,13,1,1,2,2,5,0,0.0,0,0.0,false
4,1,0,1,0,0.0,224170,322675,1,1,1,1,1,1,0,0,0,0,0.0,false
127,31,3,7,16,0.516,768717,2479715,1,29,2,1,1,1,2,1,0.333,6,0.857,true
60,13,7,10,0,0.0,4807707,568863,1,3,1,2,5,2,0,0,0.0,0,0.0,true
173,5,0,4,5,1.0,4977438,2093876,1,3,1,1,1,6,5,0,0,4,1.0,true
102,54,1,3,8,0.148,38286706,30462982,1,45,1,1,1,6,3,0,0.0,0,0.0,false
187,26,1,13,26,1.0,3331516,2670072,1,21,2,1,3,4,7,1,1.0,13,1.0,true
5,7,0,7,2,0.286,7488464,1242591,1,7,1,1,8,12,1,0,0,1,0.143,true
298,14,3,5,9,0.643,4414132,1512548,1,13,2,1,1,1,4,1,0.333,5,1.0,true
426,13,1,2,0,0.0,540562,673301,1,5,1,1,2,5,4,0,0.0,0,0.0,false
339,20,0,1,17,0.85,1604099,202277,1,2,2,2,3,7,6,0,0,1,1.0,true
773,37,1,3,2,0.054,720033,416941,1,18,1,1,2,4,2,0,0.0,1,0.333,false
355,40,1,4,5,0.125,598367,781559,1,16,1,1,1,2,4,0,0.0,0,0.0,false
190,8,1,7,0,0.0,1068261,1234067,1,8,1,1,4,3,5,0,0.0,0,0.0,false
169,20,1,15,16,0.8,832662,2454484,1,16,2,1,4,9,8,0,0.0,14,0.933,true
5,2,2,2,1,0.5,11027930,2607900,1,1,1,1,4,24,1,0,0.0,0,0.0,true
69,43,1,8,2,0.047,296349,408823,1,43,1,1,4,1,1,0,0.0,2,0.25,false
6,4,0,2,1,0.25,2208498,990563,1,4,1,1,2,8,2,0,0,1,0.5,true
6,7,2,5,0,0.0,37195114,4564894,1,7,1,1,4,6,2,0,0.0,0,0.0,true
315,14,2,2,3,0.214,2965591,741968,1,10,7,3,1,7,0,0,0.0,0,0.0,true
48,8,0,5,4,0.5,4675690,1543985,1,7,1,2,1,3,4,0,0,2,0.4,true
1,7,0,4,1,0.143,10371927,2949200,1,7,1,1,8,20,1,0,0,1,0.25,true
360,23,1,2,15,0.652,4120855,1588924,1,19,2,2,4,3,2,1,1.0,1,0.5,true
275,29,1,1,3,0.103,1653695,342175,1,29,1,1,3,3,1,0,0.0,0,0.0,false
1,3,1,2,0,0.0,305230,295780,1,3,1,1,1,2,0,0,0.0,0,0.0,false
7,2,1,1,0,0.0,338421,157077,1,2,1,1,1,1,0,0,0.0,0,0.0,false
319,29,0,0,3,0.103,134062,898880,1,11,1,1,2,2,1,0,0,0,0,false
123,27,0,11,0,0.0,773042,807325,1,14,1,1,4,5,4,0,0,0,0.0,false
583,59,1,5,7,0.119,25605267,22301991,1,31,1,1,4,4,2,0,0.0,0,0.0,false
320,40,2,3,4,0.1,404688,1187299,1,40,1,1,2,6,3,0,0.0,2,0.667,false
227,18,0,8,3,0.167,1644081,476641,1,18,1,1,3,2,3,0,0,1,0.125,false
5,7,1,1,2,0.286,12198877,2860756,1,1,1,1,4,28,0,1,1.0,1,1.0,true
6,3,0,2,0,0.0,397543,333777,1,3,1,1,1,2,0,0,0,0,0.0,false
7,2,0,2,0,0.0,504723,273411,1,2,1,1,1,1,0,0,0,0,0.0,false
196,28,2,4,17,0.607,2867171,2001622,1,21,1,1,2,7,5,2,1.0,4,1.0,true
2,2,0,2,0,0.0,47533382,3440022,1,2,1,1,4,7,0,0,0,0,0.0,true
612,31,0,0,2,0.065,209231,883920,1,17,1,1,3,1,1,0,0,0,0,false
338,17,2,10,15,0.882,417869,2104535,1,17,2,1,1,1,1,1,0.5,2,0.2,true
252,4,2,4,3,0.75,442484,1909152,1,2,1,2,1,2,5,0,0.0,2,0.5,true
169,7,3,7,6,0.857,780360,2825446,1,7,2,1,3,3,5,2,0.667,6,0.857,true
241,17,0,4,0,0.0,1416904,1186238,1,12,1,1,3,5,4,0,0,0,0.0,false
508,16,1,7,3,0.188,1003872,209791,1,16,1,1,1,5,2,0,0.0,1,0.143,false
9,17,5,6,5,0.294,4921787,445106,1,10,1,2,5,4,3,3,0.6,3,0.5,true
485,10,2,8,1,0.1,535363,1181591,1,10,1,1,1,3,5,0,0.0,0,0.0,false
365,49,1,1,4,0.082,73262903,46143373,1,34,1,1,3,3,4,0,0.0,0,0.0,false
89,36,1,2,1,0.028,915492,854914,1,33,1,1,3,4,2,0,0.0,1,0.5,false
87,15,2,4,13,0.867,4680265,493329,1,5,1,2,1,7,2,0,0.0,3,0.75,true
6,6,1,3,2,0.333,48166709,2840817,1,6,1,1,1,7,0,0,0.0,2,0.667,true
236,12,0,7,2,0.167,1237492,763162,1,12,1,1,3,3,3,0,0,1,0.143,false
48,22,2,6,8,0.364,3343550,1598873,1,14,1,1,3,1,2,2,1.0,6,1.0,true
106,41,1,6,6,0.146,1417964,400439,1,41,1,1,2,6,4,0,0.0,2,0.333,false
9,7,3,6,1,0.143,4007243,1453360,1,5,2,1,3,1,5,1,0.333,1,0.167,true
17,10,3,9,4,0.4,2315007,448245,1,10,1,1,4,5,3,3,1.0,4,0.444,true
6,8,2,6,1,0.125,9203186,4092009,1,8,1,1,4,7,1,1,0.5,1,0.167,true
1,2,1,2,0,0.0,17983332,2146437,1,2,1,1,1,1,1,0,0.0,0,0.0,true
482,32,2,8,0,0.0,354579,270071,1,32,1,1,3,1,3,0,0.0,0,0.0,false
96,15,0,3,3,0.2,1717422,412421,1,15,1,1,3,6,2,0,0,2,0.667,false
155,16,1,1,3,0.188,723611,506694,1,16,1,1,3,2,4,0,0.0,0,0.0,false
5,3,1,2,0,0.0,491612,695519,1,3,1,1,1,1,0,0,0.0,0,0.0,false
5,1,0,1,0,0.0,247914,427067,1,1,1,1,1,3,0,0,0,0,0.0,false
78,15,3,7,9,0.6,5345457,1388635,1,9,1,2,3,9,2,3,1.0,6,0.857,true
31,7,1,7,7,1.0,2136320,1845387,1,7,1,2,4,6,7,1,1.0,7,1.0,true
143,41,0,1,7,0.171,1085656,477191,1,41,1,1,4,1,2,0,0,1,1.0,false
130,33,0,8,1,0.03,1787857,1069207,1,33,1,1,1,6,5,0,0,1,0.125,false
280,45,2,10,5,0.111,995977,1388459,1,27,1,1,3,3,4,0,0.0,0,0.0,false
6,8,2,4,1,0.125,9917230,636062,1,8,1,1,9,29,4,0,0.0,0,0.0,true
176,58,0,0,1,0.017,62324272,25761513,1,36,1,1,2,5,4,0,0,0,0,false
7,5,1,3,2,0.4,12594007,2616497,1,5,1,1,1,4,4,0,0.0,1,0.333,true
358,28,2,3,27,0.964,923030,2225386,1,5,1,1,2,5,4,1,0.5,1,0.333,true
778,34,1,4,4,0.118,339943,600936,1,24,1,1,2,2,4,0,0.0,0,0.0,false
500,7,2,4,5,0.714,4504911,2419378,1,1,1,2,4,1,6,0,0.0,4,1.0,true
190,32,1,8,5,0.156,437096,477896,1,32,1,1,1,2,1,0,0.0,2,0.25,false
189,11,2,3,0,0.0,357003,1231060,1,11,1,1,3,2,3,1,0.5,1,0.333,false
559,13,2,4,0,0.0,1202415,201433,1,13,1,1,3,5,2,0,0.0,0,0.0,false
5,2,0,1,0,0.0,492151,634531,1,2,1,1,1,1,0,0,0,0,0.0,false
450,18,2,2,9,0.5,574823,1951437,1,16,2,2,3,7,4,0,0.0,2,1.0,true
145,6,0,6,6,1.0,4710869,1424273,1,6,1,1,4,4,5,0,0,2,0.333,true
5,6,2,5,0,0.0,8731731,2426630,1,2,1,1,8,15,0,0,0.0,0,0.0,true
544,29,0,3,1,0.034,899499,959665,1,29,1,1,1,4,1,0,0,1,0.333,false
1,1,1,1,0,0.0,7785145,1074969,1,1,1,1,7,21,0,0,0.0,0,0.0,true
42,16,2,6,12,0.75,318276,823453,1,16,1,2,2,7,8,1,0.5,5,0.833,true
616,12,0,5,1,0.083,21052218,11439527,1,7,1,1,5,1,1,0,0,1,0.2,false
1,1,0,1,0,0.0,340289,452253,1,1,1,1,1,1,0,0,0,0,0.0,false
261,43,2,7,0,0.0,1198794,826738,1,43,1,1,1,4,1,1,0.5,1,0.143,false
165,12,1,12,12,1.0,5698925,366125,1,12,2,1,2,6,6,1,1.0,11,0.917,true
239,25,0,0,0,0.0,370922,947352,1,25,1,1,3,2,3,0,0,0,0,false
500,30,2,8,2,0.067,2344428,1366694,1,19,1,1,1,1,4,0,0.0,0,0.0,false
284,45,1,6,8,0.178,1770685,389565,1,45,1,1,3,1,4,0,0.0,0,0.0,false
42,18,3,5,6,0.333,1191287,1126063,1,9,1,1,1,2,4,1,0.333,5,1.0,true
335,15,0,9,13,0.867,942642,894638,1,12,1,2,1,6,5,0,0,8,0.889,true
295,12,2,10,0,0.0,766590,833007,1,6,1,1,3,2,2,0,0.0,0,0.0,false
52,6,5,6,2,0.333,2279192,1086820,1,2,1,1,2,4,2,2,0.4,2,0.333,true
4,6,2,6,1,0.167,13859630,4467009,1,6,1,1,5,5,0,1,0.5,1,0.167,true
195,44,1,9,3,0.068,2091152,252244,1,27,1,1,4,5,2,0,0.0,0,0.0,false
155,8,0,7,2,0.25,3852405,589442,1,6,6,8,2,7,1,0,0,0,0.0,true
4,4,2,3,2,0.5,11814427,381679,1,4,1,1,2,3,1,0,0.0,1,0.333,true
220,31,2,11,8,0.258,1933518,1332124,1,14,1,1,3,6,1,2,1.0,7,0.636,true
326,36,0,3,4,0.111,1035902,599986,1,31,1,1,2,4,2,0,0,1,0.333,false
315,25,2,12,1,0.04,1941410,1764702,1,13,1,1,3,6,4,0,0.0,0,0.0,false
250,37,0,1,4,0.108,243699,292524,1,33,1,1,1,4,1,0,0,0,0.0,false
654,47,0,4,6,0.128,44979330,41471608,1,40,1,1,4,3,3,0,0,0,0.0,false
6,6,2,5,2,0.333,1733225,789163,1,1,1,1,8,21,3,1,0.5,1,0.2,true
408,40,1,8,1,0.025,2456558,644334,1,26,1,1,3,5,4,0,0.0,0,0.0,false
7,4,2,3,2,0.5,5975578,1064631,1,3,1,1,5,13,0,0,0.0,0,0.0,true
3,2,1,1,0,0.0,282177,198118,1,2,1,1,1,2,0,0,0.0,0,0.0,false
1,1,0,1,1,1.0,49861847,2470535,1,1,1,1,2,4,3,0,0,1,1.0,true
52,18,0,0,11,0.611,4149362,2506150,1,13,8,4,4,7,3,0,0,0,0,true
501,24,1,5,4,0.167,312568,1423844,1,24,1,1,1,4,2,0,0.0,0,0.0,false
80,2,2,2,2,1.0,3054579,470499,1,2,1,1,3,6,6,2,1.0,2,1.0,true
587,28,0,0,4,0.143,70484679,27034932,1,23,1,1,3,3,5,0,0,0,0,false
5,3,0,3,0,0.0,499029,427704,1,3,1,1,1,2,0,0,0,0,0.0,false
286,21,3,7,16,0.762,2464716,2599415,1,15,2,1,4,3,5,3,1.0,4,0.571,true
63,11,6,8,7,0.636,2018111,1135660,1,7,1,1,5,5,6,6,1.0,6,0.75,true
25,15,6,10,13,0.867,487894,782669,1,7,1,1,2,5,2,6,1.0,7,0.7,true
7,1,1,1,0,0.0,451658,360310,1,1,1,1,1,2,0,0,0.0,0,0.0,false
350,26,0,2,0,0.0,628473,465355,1,18,1,1,1,5,2,0,0,0,0.0,false
1,2,1,2,0,0.0,572296,415788,1,2,1,1,1,1,0,0,0.0,0,0.0,false
7,4,2,4,3,0.75,3487150,1016245,1,3,1,1,2,6,4,1,0.5,2,0.5,true
111,8,1,2,4,0.5,4838490,1243139,1,1,3,3,5,2,4,1,1.0,1,0.5,true
393,20,2,8,15,0.75,4339088,1257064,1,14,5,8,3,3,0,0,0.0,3,0.375,true
6,2,0,2,0,0.0,666716,334533,1,2,1,1,1,3,0,0,0,0,0.0,false
285,28,1,5,24,0.857,3399339,588187,1,13,2,1,2,7,4,0,0.0,1,0.2,true
6,1,0,1,0,0.0,113223,178042,1,1,1,1,1,2,0,0,0,0,0.0,false
263,5,2,5,4,0.8,860727,1616721,1,3,6,6,1,3,5,0,0.0,0,0.0,true
892,60,1,4,9,0.15,52662313,40258666,1,37,1,1,2,2,5,0,0.0,0,0.0,false
631,13,1,3,0,0.0,866732,452550,1,7,1,1,3,5,4,0,0.0,0,0.0,false
6,1,1,1,0,0.0,228225,615638,1,1,1,1,1,2,0,0,0.0,0,0.0,false
791,28,0,0,1,0.036,1463066,853154,1,13,1,1,1,1,3,0,0,0,0,false
363,38,0,2,4,0.105,577066,906822,1,17,1,1,2,1,2,0,0,0,0.0,false
131,14,1,4,9,0.643,4906951,2469189,1,11,8,4,1,3,0,1,1.0,4,1.0,true
42,11,4,4,2,0.182,654270,1715137,1,8,1,1,1,6,4,1,0.25,1,0.25,true
235,10,1,1,9,0.9,4122101,2014060,1,7,2,2,3,3,4,1,1.0,1,1.0,true
314,8,1,1,0,0.0,348410,1022780,1,6,1,1,3,5,2,0,0.0,0,0.0,false
2,2,1,1,0,0.0,5454697,4734361,1,2,1,1,3,1,1,0,0.0,0,0.0,true
536,32,1,4,1,0.031,1013465,712866,1,20,1,1,1,1,3,0,0.0,1,0.25,false
3,2,1,1,0,0.0,385605,594858,1,2,1,1,1,3,0,0,0.0,0,0.0,false
184,16,2,5,10,0.625,2769226,882604,1,15,7,4,1,8,4,0,0.0,0,0.0,true
736,38,0,5,1,0.026,68381674,40128792,1,36,1,1,3,6,4,0,0,1,0.2,false
380,26,1,3,3,0.115,994988,805409,1,16,1,1,2,2,4,0,0.0,0,0.0,false
148,49,2,9,3,0.061,309406,953425,1,26,1,1,4,2,5,0,0.0,0,0.0,false
718,15,0,0,2,0.133,79928180,24224624,1,7,1,1,2,8,4,0,0,0,0,false
790,12,0,0,0,0.0,1033465,334110,1,9,1,1,3,3,1,0,0,0,0,false
170,12,1,4,8,0.667,1335307,888864,1,9,8,6,1,6,3,0,0.0,3,0.75,true
398,26,1,5,22,0.846,4423199,268235,1,4,2,1,2,7,4,0,0.0,3,0.6,true
548,7,0,2,1,0.143,1353420,879317,1,7,1,1,3,3,4,0,0,0,0.0,false
4,5,2,3,2,0.4,17004602,2794009,1,2,1,1,8,30,1,2,1.0,2,0.667,true
159,50,0,13,1,0.02,2218423,1539073,1,34,1,1,2,3,1,0,0,0,0.0,false
5,2,0,2,0,0.0,586384,445219,1,2,1,1,1,2,0,0,0,0,0.0,false
10,18,6,8,2,0.111,4522681,663708,1,7,1,2,4,2,0,0,0.0,0,0.0,true
58,5,3,4,0,0.0,1799982,804761,1,1,1,1,3,2,5,0,0.0,0,0.0,true
5,8,0,8,0,0.0,9121555,2143427,1,8,1,1,3,3,0,0,0,0,0.0,true
23,28,0,7,26,0.929,4708318,1602965,1,13,1,2,2,1,5,0,0,3,0.429,true
22,31,1,8,3,0.097,1823479,395332,1,31,1,1,4,6,3,0,0.0,2,0.25,false
318,35,0,2,3,0.086,1101870,389258,1,13,1,1,2,4,1,0,0,0,0.0,false
3,3,1,3,2,0.667,34670259,2618099,1,3,1,1,1,5,0,0,0.0,2,0.667,true
623,26,1,3,3,0.115,176959,1103839,1,10,1,1,2,3,3,0,0.0,1,0.333,false
291,27,1,8,3,0.111,391127,1341114,1,27,1,1,4,2,3,0,0.0,2,0.25,false
13,9,1,8,1,0.111,3267606,2154863,1,6,8,6,2,4,3,0,0.0,1,0.125,true
217,17,1,5,14,0.824,2289894,953205,1,14,2,2,2,6,5,0,0.0,5,1.0,true
7,3,0,1,0,0.0,642968,276041,1,3,1,1,1,2,0,0,0,0,0.0,false
3,3,3,3,0,0.0,4607375,1443980,1,1,2,1,3,1,0,0,0.0,0,0.0,true
1,2,0,1,2,1.0,39138563,2112203,1,2,1,1,1,5,2,0,0,1,1.0,true
178,13,0,0,0,0.0,303826,642411,1,12,1,1,1,4,4,0,0,0,0,false
427,28,0,7,25,0.893,256416,1721765,1,1,1,2,1,5,1,0,0,4,0.571,true
86,15,2,10,6,0.4,2626360,1492920,1,3,1,1,3,6,1,2,1.0,5,0.5,true
141,15,0,0,0,0.0,1074422,573813,1,3,2,1,4,5,3,0,0,0,0,false
55,19,1,5,2,0.105,1487874,1498507,1,19,1,1,2,6,3,0,0.0,0,0.0,false
109,22,0,1,1,0.045,1750565,1404160,1,16,1,2,3,5,1,0,0,0,0.0,false
220,28,1,12,13,0.464,1780048,2741124,1,19,2,2,5,8,4,0,0.0,8,0.667,true
419,13,1,5,8,0.615,3323500,918735,1,9,2,1,1,2,2,1,1.0,2,0.4,true
139,21,0,3,0,0.0,883398,1366330,1,21,1,2,4,4,4,0,0,0,0.0,false
49,8,5,5,0,0.0,3782566,552428,1,6,1,2,2,1,1,0,0.0,0,0.0,true
464,44,0,0,1,0.023,65325058,22435355,1,26,1,1,3,1,1,0,0,0,0,false
24,7,5,5,1,0.143,2717146,1814282,1,7,1,1,3,5,3,0,0.0,1,0.2,true
42,1,0,0,0,0.0,1748483,1190625,1,1,6,3,2,3,5,0,0,0,0,true
546,17,0,0,0,0.0,1381934,302731,1,12,1,1,2,5,2,0,0,0,0,false
